Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
4RvWPyQ5RL0ao9LPZeSouE,"4bthk9UfsYUYdcFyqxmSUU","Everybody Wants To Rule The World","Songs From The Big Chair (Super Deluxe Edition)","Tears For Fears",1985-02-25,251488,89,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"new romantic,new wave,new wave pop,permanent wave,rock,sophisti-pop,synthpop",0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,4
4ECNtOnqzxutZkXP4TE3n3,"0rvjqX7ttXeg3mTy8Xscbt","Separate Ways (Worlds Apart)","Frontiers","Journey",1983-02-22,323706,69,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"album rock,classic rock,hard rock,heartland rock,mellow gold,rock,soft rock",0.451,0.962,0,-3.947,1,0.0734,0.0188,0.00000317,0.277,0.377,131.435,4
6Wx88Mv6b9ofjKMKkdwOJd,"6XyY86QOPPrYVGvF9ch6wz","New Divide","Transformers: Revenge Of The Fallen The Album","Linkin Park",2009-06-12,268613,71,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"alternative metal,nu metal,post-grunge,rap metal,rock",0.493,0.808,5,-3.365,0,0.0362,0.000235,0,0.0983,0.38,117.971,4
12CyVMukc52Nm31SmFmdjq,"1VhhG66haEwN2jTjaXiYRQ,1nwHHvqmHKmdKJyNwU8OSd,7n14eHd56cRZvhlZzQzUPs","Симпа","Симпа","RaiM,Артур,Adil",2019-01-19,150927,59,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"central asian hip hop,kazakh pop",0.944,0.596,1,-10.408,0,0.0887,0.74,0.0376,0.0939,0.41,124.021,4
0a9npeEQIad1Wr4H1RsLPU,"4NHQUGzhtTLFvgF5SZesLK","Habits (Stay High)","Queen Of The Clouds","Tove Lo",2014-09-24,209160,61,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"dance pop,metropopolis,pop,swedish electropop,swedish pop,swedish synthpop",0.733,0.65,5,-3.539,1,0.0315,0.0703,0.0000659,0.0829,0.348,110.003,4
3TY1PFZXmYeiLcXygB74My,"0EmeFodog0BfCgMzAIvKQp","Suerte (Whenever, Wherever)","Laundry Service","Shakira",2001-11-13,194106,70,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"colombian pop,dance pop,latin pop,pop",0.768,0.845,1,-4.767,0,0.0337,0.179,0,0.209,0.891,108.977,4
6QEvbmv2euCQxX54gjlarO,"5VTWoYYizcOY3uIKnxeCGI","Elle ne t'aime pas","Mystère","La Femme",2016-09-02,238733,62,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"electrofox,french indie pop,french indietronica,french psychedelic,french rock",0.56,0.699,7,-10.443,1,0.0346,0.0838,0.858,0.194,0.577,130.983,4
6b37xrsNCWYIUphFBazqD6,"6wH6iStAh4KIaWfuhf0NYM","Me Gustas Tu","Próxima Estación: Esperanza","Manu Chao",2001-06-01,239986,83,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"latin alternative,world",0.657,0.741,11,-6.822,0,0.0825,0.663,0.494,0.222,0.908,175.949,4
1WeSxdELPrmtSwGRbjg6hz,"00FQb4jTyendYWaN8pK0wa","Art Deco","Honeymoon","Lana Del Rey",2015-09-18,295066,60,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"art pop,pop",0.282,0.464,11,-11.112,0,0.0533,0.544,0.215,0.111,0.0596,148.345,5
7brQHA2CgQpcMBiOlfiXYb,"77SW9BnxLY8rJ0RciFqkHh","Afraid","I Love You.","The Neighbourhood",2013-04-19,251186,78,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"modern alternative rock,modern rock,pop,pov: indie",0.464,0.701,6,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,4
5UIR8dRPP1GtdxYHYPwKN5,"2HOMW1liAxI3URnEq95SMS","I See You","The Darker The Weather // The Better The Man","MISSIO",2019-04-12,228613,53,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"modern alternative rock,modern rock",0.466,0.781,1,-6.76,1,0.0567,0.000483,0.000141,0.0713,0.383,169.97,4
5ZQ2slXNqImBi0SdomcjYN,"6tbjWDEIzxoDsBA1FuhfPW","Back That Up To The Beat - demo version","Back That Up To The Beat","Madonna",2022-12-30,211475,63,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"dance pop,pop",0.912,0.61,2,-7.029,1,0.168,0.0584,0,0.0431,0.763,113.941,4
33EgSZUyc4goeAIK8Dj7rs,"6R2AgShAYIEOkulvSSant5","小蘋果","小蘋果","筷子兄弟",2014-11-21,211363,38,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"chinese viral pop",0.885,0.74,0,-6.904,1,0.0363,0.0926,0,0.132,0.936,125,4
40gk32E7YaTFoQwDIWv2SY,"7dIpKWlEeAljA20vFJ82RD","Christmas Kids","I Can't Handle Change","Roar",2010-03-14,135693,79,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"pov: indie,weirdcore",0.425,0.754,2,-6.028,1,0.0367,0.0104,0.112,0.438,0.558,152.092,4
7LOR8Rdc5n2EkduOXZeTp6,"6s3PbveUJMvMwZHyQUAPV4","Amend","Spoils","j^p^n",2016-07-30,104150,64,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"",0.383,0.563,1,-9.648,1,0.255,0.535,0.0000322,0.196,0.584,158.512,3
0fVESi7cibP10hictveVI6,"5bgu60VOkifx3xadonzsgi","Drive Forever","Drive Forever","T3NZU",2021-06-08,145555,69,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"",0.844,0.782,6,-7.088,1,0.173,0.357,0.571,0.288,0.502,108.029,4
6nqdgUTiWt4JbABDurkxMI,"0snouHYzOWSgxRBYMQsa3H","Sahara","Sahara","Hensonn",2021-11-16,171384,77,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"drift phonk,ukrainian phonk",0.615,0.521,2,-9.488,1,0.0318,0.146,0.772,0.11,0.045,115.016,4
5f5C2gkvXy16MbQwEYZeYS,"5xmZKWPhiMa6sD84Efjrh9","Love - Remix","Love - Remix","kevoxx",1918-02-21,182961,0,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"sped up",0.59,0.554,9,-11.377,0,0.0425,0.0172,0,0.239,0.411,135.265,4
7mLWNwcvwRdEviz6SfYp8A,"0Zw2ivPEDptvMHwCXjhdRs","GigaChad Theme - Phonk House Version","GigaChad Theme (Phonk House Version)","g3ox_em",2022-08-22,146274,81,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"",0.588,0.496,9,-5.947,1,0.0417,0.00166,0.936,0.186,0.582,128.001,4
2ksyzVfU0WJoBpu8otr4pz,"5hKGLu4Ik88FzWcTPhWNTN","METAMORPHOSIS","METAMORPHOSIS","INTERWORLD",2021-11-25,142839,87,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"phonk brasileiro",0.593,0.641,7,-12.727,0,0.0992,0.426,0.901,0.122,0.147,175.014,4
2kS6td1yvmpNgZTt1q5pQq,"0e86yPdC41PGRkLp2Q1Bph","Hayloft","O My Heart","Mother Mother",2008-09-23,181680,77,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"pov: indie,vancouver indie",0.527,0.922,9,-2.666,0,0.0728,0.00475,0.000162,0.422,0.49,95.975,4
3SqvR3HYLlCTYzbDXJ52OC,"0J7U24vlOOIeMpuaO6Q85A","Lost on You","Lost on You","LP",2016-12-09,268105,57,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"la pop,women's music",0.433,0.724,5,-6.126,0,0.0372,0.1,0,0.0918,0.689,174.006,4
5n4xPVVmSlQfygeg4xqCfR,"2mcNCn1qbZUQ3J9KHapUxj","Keep Your Lips Sealed","Shake Shook Shaken","The Dø",2014-09-29,204354,49,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"french indie pop,french rock,rock independant francais",0.739,0.376,4,-12.563,0,0.0399,0.226,0.019,0.111,0.8,119.96,4
1PnmXdkqRktZT67tE8fv7d,"6oBm8HB0yfrIc9IHbxs6in,4WUGQykLBGFfsl0Qjl6TDM","I Follow Rivers - The Magician Remix","Wounded Rhymes (Bonus Version)","Lykke Li,The Magician",2011,279635,62,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"electropop,indietronica,neo-synthpop,swedish electropop,swedish indie pop,swedish pop,belgian edm,house,nu disco",0.785,0.7,9,-5.811,0,0.0406,0.0182,0.00237,0.0823,0.296,122.032,4
6zfczP87XO2SxWlQtnjFNa,"54QMjE4toDfiCryzYWCpXX","The Look","The English Riviera","Metronomy",2011-04-11,277653,76,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"alternative dance,electronica,french indie pop,indietronica,neo-synthpop,new rave,socal pop punk",0.638,0.535,9,-7.792,0,0.0415,0.623,0.0391,0.0837,0.504,84.947,4
2DFi8rwHcVkTTgu7PULhtI,"1dWEYMPtNmvSVaDNLgB6NV","My Type","My Type","Saint Motel",2014-06-17,206393,69,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"la indie,modern alternative rock,modern rock,pov: indie",0.596,0.897,10,-2.94,1,0.0462,0.0641,0.0000524,0.0628,0.578,118,4
1r2WoBLzWT7qdNnjTNaX6X,"657VANLTRgTFElFKbqzhXs","I See You - Radio Edit","I See You","Jutty Ranx",2012-01-01,220200,19,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"",0.613,0.747,11,-5.049,0,0.0565,0.000614,0.00000264,0.137,0.858,117.966,4
2QjOHCTQ1Jl3zawyYOpxh6,"77SW9BnxLY8rJ0RciFqkHh","Sweater Weather","I Love You.","The Neighbourhood",2013-04-19,240400,92,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"modern alternative rock,modern rock,pop,pov: indie",0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4
61dCUoMCg28qEBzrW6htYM,"6MDME20pz9RveH9rEXvrOM,4ScCswdRlyA23odg9thgIO","Rather Be (feat. Jess Glynne)","New Eyes","Clean Bandit,Jess Glynne",2014-06-02,227833,76,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"pop,uk dance,uk funky,dance pop,uk pop",0.799,0.586,11,-6.735,1,0.0377,0.162,0.00000203,0.193,0.549,120.97,4
6Z8R6UsFuGXGtiIxiD8ISb,"4gwpcMTbLWtBUlOijbVpuu","Safe And Sound","In A Tidal Wave Of Mystery (Deluxe Edition)","Capital Cities",2013,192789,85,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"metropopolis,modern rock",0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,5
5TbzAWWc5eJaANpA9kfGCd,"34v5MVKeQnIo0CWYMbbrPf","Love Me Again","Tribute","John Newman",2013-01-01,239894,79,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"dance pop",0.495,0.894,2,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126.03,4
4bJygwUKrRgq1stlNXcgMg,"2Q3eZMfDQgT8MhPowKFXYO","All The Things She Said","200 KM/H In The Wrong Lane (10th Anniversary Edition)","t.A.T.u.",2002,214440,78,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"dance pop,girl group",0.603,0.834,5,-5.766,0,0.0417,0.0411,0.00609,0.105,0.376,89.957,4
70t5RX4CuclyMt0ocbsUik,"2u1KLzprGSRmfFhjt7MDYq,1SkY6AUOKqfL6sjSt8HVjq,79GiwayvvpyZVErpH6BLsY","Hate You","Hate You","Poylow,BAUWZ,Nito-Onna",2021-12-17,180000,59,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"covertronica,dark r&b,samurai trap",0.709,0.595,11,-7.364,0,0.0336,0.159,0.0000531,0.094,0.32,127.978,4
463r5bsN1VqGXtaMctn4Rr,"0I6yADrmeyvw66g7yjkqIF","It's Been So Long","It's Been So Long","The Living Tombstone",2014-12-04,174394,79,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"otacore,pixel,pov: indie",0.564,0.647,10,-6.759,0,0.0407,0.114,0,0.17,0.458,95.923,4
0HqZX76SFLDz2aW8aiqi7G,"53XhwfbYqKCa1cC15pYq2q","Bones","Bones","Imagine Dragons",2022-03-11,165264,81,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"modern rock,pop,rock",0.773,0.742,5,-3.678,0,0.046,0.0206,0,0.0754,0.571,114.071,4
0ikbufjXAgnd0OdhCjEBB3,"7oHJbmt1VAj16Tm6nJpSqr","Brighter Than the Sun","Dropped","Brick + Mortar",2015-07-17,196286,56,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"asbury park indie,modern alternative rock",0.463,0.912,1,-5.008,1,0.24,0.0702,0.0153,0.136,0.346,165.07,4
3tAxxTsJrq5t8dYrCbaz4b,"7F0bQWvv3rfV3EubmoQlwZ","Alles nur geklaut","Geschenk Edition","Die Prinzen",1993,191800,1,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"classic schlager,german pop,german rock,ostrock",0.642,0.619,11,-10.427,0,0.0418,0.189,0.16,0.349,0.431,159.922,4
178zd1WV9MN2rVab2TsfDE,"7qiRNP9z0FhN63YcLmb8Ai,7qORCGgutS0QON7vez8C4N","Stupeflip vite !!!","The Hypnoflip Invasion","Stupeflip,Cadillac",2011-07-20,278280,58,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"chanson humoristique,french rock,rap conscient",0.613,0.92,6,-2.208,1,0.29,0.0478,0.0617,0.739,0.464,99.975,4
7B5mcv8k4GIIdEWvqyi9Xd,"6GUkfhzt0ihRBq4kUIyLMe","Spitfire","Eurobeat Go2, Vol. 1","Go2",2018-04-26,314702,0,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"eurobeat,super eurobeat",0.54,0.967,8,-3.996,1,0.103,0.00208,0.00737,0.0689,0.62,157.205,4
2NKnZAmtzkCqI7fyHsbP3G,"52gcWiC7GV8UKDH1wDeY80","Candy Boy","Re-Package Album (Affection)","Tren-d",2015-06-29,191573,21,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"",0.741,0.873,8,-3.126,0,0.0399,0.0641,0.0147,0.123,0.914,127.987,4
10waMsh44ojvTwXAIy213n,"0cbL6CYnRqpAxf1evwUVQD","Junge","Jazz ist anders","Die Ärzte",2007-11-02,187533,66,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"german alternative rock,german pop,german punk,german rock",0.563,0.792,10,-4.885,0,0.035,0.0532,0.00000286,0.107,0.176,105.463,4
1uVUovhWiZQdl7mKL5HlWM,"1V7MmQ36ihG1f3qe46L50n","쫄깃쫄깃","쫄깃쫄깃","D.Holic",2015-07-08,198214,26,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"k-pop girl group",0.883,0.881,6,-2.613,1,0.0457,0.122,0,0.357,0.641,112.048,4
4fNbS43X6yt4iWxLgRqwKa,"20akE7sZUTpZSC78lPhqvt","Gdzie jest biały węgorz ? (Zejście)","Narkotyki są nielegalne","Cypis",2015-11-03,249036,36,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"polish viral pop,polish viral rap",0.956,0.854,9,-5.964,0,0.224,0.364,0,0.0251,0.968,120.771,4
1KFwBOa8gDqT7Avua2yxfe,"6hhqsQZhtp9hfaZhSd0VSD","HAPPY","HAPPY MOMENT (1)","WJSN",2017-06-07,180756,38,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"k-pop,k-pop girl group",0.599,0.94,0,-2.155,1,0.0634,0.177,0.00000347,0.472,0.821,82.566,4
4cSJ1B1FbpSB3LxszWOL0q,"5ISjkNS17JpCwiFtW80lpV","Wonderful Life","SEEED","Seeed",2012-09-28,210021,53,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"german pop,german reggae",0.383,0.747,7,-3.991,1,0.123,0.0221,0,0.179,0.447,111.065,4
5fWKr5p15BTazjflJ6HX5j,"2QHTtUsN6Q13w3QHdfRqsK","Catallena","THE THIRD SINGLE CATALLENA","Orange Caramel",2014-03-12,193153,59,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"k-pop,k-pop girl group",0.69,0.931,4,-2.061,0,0.0298,0.0325,0.0000437,0.199,0.957,126.983,4
63T7DJ1AFDD6Bn8VzG6JE8,"22bE4uQ6baNwSHPVcDxLCe","Paint It, Black","Aftermath","The Rolling Stones",1966-04-15,202266,85,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"album rock,british invasion,classic rock,rock",0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,4
0Q2bGwvx3oECbpe3W5yyBv,"0V8tQXWkKPD5SxsB2moGew,5yVIDlvXAuqebphRIMLx6X","Chicken Attack","Song Voyage","The Gregory Brothers,Takeo Ischi",2016-12-14,156176,43,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"antiviral pop,pixel,yodeling",0.382,0.514,0,-6.768,1,0.0334,0.739,0,0.164,0.354,64.205,4
5gDWsRxpJ2lZAffh5p7K0w,"1Xyo4u8uXC1ZmMpatF05PJ,00FQb4jTyendYWaN8pK0wa","Stargirl Interlude","Starboy","The Weeknd,Lana Del Rey",2016-11-24,111626,88,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"canadian contemporary r&b,canadian pop,pop,art pop",0.715,0.47,5,-12.638,0,0.0772,0.353,0.0923,0.104,0.426,89.965,4
038xvzzYfsTElwXGSw6Cmz,"5sTzirFL1wjNa3GuSiUHsy","Criminal","Pursuit","Stuck in the Sound",2012-01-30,357053,36,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"french rock,rock independant francais",0.381,0.694,4,-4.484,0,0.032,0.00334,0.0246,0.0771,0.128,115.005,4
3njZNAjDXWaLM6YcXEzisB,"5sTzirFL1wjNa3GuSiUHsy","Alright","Billy Believe","Stuck in the Sound",2019-03-01,195386,39,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"french rock,rock independant francais",0.441,0.889,2,-5.332,0,0.0628,0.00434,0.000173,0.0857,0.366,133.855,4
3wPaWjDMa3WXOlO5yNNCKC,"5sTzirFL1wjNa3GuSiUHsy","Brother","Pursuit","Stuck in the Sound",2012-01-30,198813,43,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"french rock,rock independant francais",0.617,0.697,3,-5.055,1,0.0332,0.0004,0.0124,0.112,0.19,117.548,4
2niUiaoJDCzNldW0pV66zb,"1hcdI2N1023RvSwLzTtdsp","Nunca Es Suficiente","Hasta la Raíz (Edición Especial)","Natalia Lafourcade",2015-11-13,237106,73,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"cantautora mexicana,latin alternative,latin pop,mexican pop,rock en espanol,veracruz indie",0.699,0.61,2,-9.308,0,0.0541,0.511,0.00000231,0.127,0.846,178.112,4
6lR8B2SGvOr0FvTuESweOi,"2Asr5Otk5aKK272pK4ocG2","El Muchacho de los Ojos Tristes","Top 10 Latino Vol.7","Jeanette",1999-07-09,211506,4,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"pop romantico",0.697,0.353,9,-13.893,1,0.0313,0.481,0.00000295,0.196,0.766,113.116,4
6zvHwijlnwqjS6d46yAffi,"3BQ9mWlgFRfMr5EdNfc10a","Paro","Paro","Nej",2021-05-21,204695,65,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"r&b francais",0.592,0.605,0,-6.159,0,0.0432,0.342,0.00012,0.103,0.419,81.98,4
11rsK9GDZ9UdWsxtDqnMmN,"2Asr5Otk5aKK272pK4ocG2","¿Porqué te vas?","Porque Te Vas","Jeanette",2011-01-25,201160,69,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"pop romantico",0.612,0.458,0,-11.086,0,0.069,0.427,0.00000841,0.103,0.961,172.516,4
2LmlZvAmT1L0O3iPVSQWOX,"5BMgsAFg8rZQc3tqs5BB8G","Hijo de la luna","Entre el Cielo y el Suelo (Bonus Tracks Edition)","Mecano",1986-06-16,259146,52,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"cantautor,latin alternative,latin pop,rock en espanol,spanish pop,spanish pop rock",0.45,0.527,1,-7.212,0,0.0341,0.695,0.00000831,0.0685,0.569,179.474,3
3JkwzHI9Oe3TVl2sYhOHQP,"0mho9gMrDyd87shef9oAxS,3GfNJrDTZY7voXPDx8gH9I,5Qeyh2XKoITt1mlEVtzazC","ME!ME!ME! feat. daoko_pt.1","日本アニメ(ーター)見本市 「ME!ME!ME!」","日本アニメ(ーター)見本市,TeddyLoid,Daoko",2014-12-22,96000,59,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"japanese electropop,j-pixie",0.602,0.979,0,-1.461,1,0.0806,0.000482,0.0169,0.0641,0.465,125.063,4
2PJhATOD9dWsevezmfjoMA,"2D5kO95AWEXMHRvqvCKb7K","Nowhere To Run","The Dino Soars","Stegosaurus Rex",2010-01-01,300000,65,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"weirdcore",0.809,0.668,7,-6.936,1,0.219,0.678,0.0147,0.0865,0.636,119.976,4
5f1j3h5DBkLpGfb90QGFvR,"4YbLu4l7vHlJPD9yGjCkRu","Below the Surface","Below the Surface","Griffinilla",2016-10-13,134857,78,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"otacore,pixel",0.713,0.398,0,-8.852,0,0.0319,0.328,0.00000193,0.057,0.483,104.974,4
6a0G8hYEyxqvEkebVLU5VK,"5FhcqamaRFfpZb4VHV47fu","しかばねの踊り","きくおミク3","Kikuo",2013-09-11,228339,66,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"japanese electropop,pov: indie",0.7,0.834,6,-4.134,0,0.0323,0.259,0,0.0545,0.862,134.979,4
5FkJHVudUByVjanCqFXRql,"0pWwt5vGNzezEhfAcc420Y","After Dark","Time","Mr.Kitty",2014-08-08,257147,72,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"weirdcore",0.578,0.6,8,-10.491,1,0.0322,0.0677,0.417,0.0778,0.0392,140.021,4
3kxkjirben9RVm9NqYa6rm,"1l9d7B8W0IHy3LqWsxP2SH,1WvvwcQx0tj6NdDhZZ2zZz","Black Out Days - Future Islands Remix","Black Out Days (Future Islands Remix)","Phantogram,Future Islands",2017-09-01,248346,72,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"indietronica,metropopolis,neo-synthpop,shimmer pop,alternative dance,art pop,baltimore indie,chamber pop,indie rock",0.477,0.483,4,-9.413,0,0.0364,0.0027,0.783,0.156,0.123,170.026,4
0LJTfmgOMvlLd0u4HU9twm,"1oPRcJUkloHaRLYx0olBLJ","Killshot","A Little Rhythm and a Wicked Feeling","Magdalena Bay",2020-03-13,236363,61,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"la pop",0.726,0.53,4,-5.736,0,0.0518,0.000716,0.00211,0.0502,0.374,99.024,4
5jkbw3FDS3bSSb4oLKYbjf,"7gXb99Sf9nNmpNYeAgIQFG,6U1dV7aL68N7Gb0Naq34V5","Freak (feat. REI AMI)","Thrill Seeker","Sub Urban,REI AMI",2020-03-13,194000,70,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"modern indie pop",0.619,0.45,7,-11.965,0,0.515,0.433,0,0.513,0.41,179.755,4
1qwno7xb5mJe71xtMS6jl2,"0pCNk4D3E2xtszsm6hMsWr","High Enough","Every Where Is Some Where","K.Flay",2017-04-07,231600,75,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"escape room,hip pop,modern alternative rock",0.606,0.62,0,-5.005,1,0.0298,0.0301,0.0916,0.167,0.543,88.984,4
2Y0iGXY6m6immVb2ktbseM,"0SwO7SWeDHJijQ3XNS7xEE","Little Dark Age","Little Dark Age","MGMT",2018-02-09,299960,81,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"alternative rock,indie rock,indietronica,modern rock,rock",0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,4
0KeBzmNJR2kVbnEkSfIc36,"5pnHmnSlN4hJqjG3VWtdYJ","No Wind Resistance!","No Wind Resistance!","Kinneret",2019-05-10,198922,45,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"sped up,weirdcore",0.695,0.496,1,-12.199,0,0.0659,0.234,0.00625,0.116,0.49,139.849,4
2KLhpSs8XAHyKLTw5tHBmH,"1GVuCyb4PlArufUZDUnRQi","Miss You - Sped Up Version","Miss You (Sped Up Version)","southstar",2022-10-12,170983,56,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"pop dance",0.592,0.64,0,-12.339,1,0.0475,0.181,0.801,0.14,0.143,173.999,4
4tRhRLBxIZ34Iw0eCuiC03,"1GVuCyb4PlArufUZDUnRQi","Miss You","Miss You","southstar",2022-07-30,206019,72,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"pop dance",0.663,0.559,6,-12.876,0,0.0391,0.136,0.0894,0.108,0.296,145.007,4
47UFoOuvrkt4khE7c5aap6,"7gXb99Sf9nNmpNYeAgIQFG","Cradles","Cradles","Sub Urban",2019-01-04,209829,76,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"modern indie pop",0.537,0.586,6,-1.864,1,0.314,0.265,0.0000704,0.175,0.624,79.056,4
